Year ending December,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",Rate,LGA_Code
2014,4 WESTERN,BULOKE,180,2853.971777390201,2.853971777390201,21270
2014,4 WESTERN,BALLARAT,7533,7539.25758379455,7.53925758379455,20570
2014,4 WESTERN,ARARAT,798,6912.0831528800345,6.912083152880035,20260
2013,4 WESTERN,YARRIAMBIACK,215,3057.8865026312046,3.0578865026312045,27630
2013,4 WESTERN,WEST WIMMERA,121,2940.461725394897,2.9404617253948966,26890
2013,4 WESTERN,WARRNAMBOOL,1913,5722.576206287954,5.722576206287954,26730
2013,4 WESTERN,SWAN HILL,1437,6839.60019038553,6.83960019038553,26610
2013,4 WESTERN,SURF COAST,973,3447.17636221923,3.4471763622192304,26490
2013,4 WESTERN,SOUTHERN GRAMPIANS,882,5399.118511263467,5.399118511263467,26260
2013,4 WESTERN,QUEENSCLIFFE,73,2439.0243902439024,2.4390243902439024,26080
2013,4 WESTERN,PYRENEES,316,4557.911438049906,4.5579114380499055,25990
2013,4 WESTERN,NORTHERN GRAMPIANS,683,5746.739587715608,5.7467395877156076,25810
2013,4 WESTERN,MOYNE,432,2631.5789473684213,2.6315789473684212,25490
2013,4 WESTERN,MOUNT ALEXANDER,648,3561.0265428367316,3.5610265428367316,25430
2013,4 WESTERN,MOORABOOL,1502,4939.32717287645,4.9393271728764505,25150
2013,4 WESTERN,MILDURA,4536,8537.870802589972,8.537870802589973,24780
2013,4 WESTERN,MACEDON RANGES,1389,3113.3724839736406,3.1133724839736407,24130
2013,4 WESTERN,LODDON,260,3457.9066365208137,3.4579066365208138,23940
2013,4 WESTERN,HORSHAM,1347,6847.643739515022,6.847643739515022,23190
2013,4 WESTERN,HINDMARSH,184,3153.3847472150815,3.1533847472150813,22980
2013,4 WESTERN,HEPBURN,523,3477.8560978853566,3.4778560978853568,22910
2013,4 WESTERN,GREATER GEELONG,13563,6081.4900838934445,6.081490083893445,22750
2013,4 WESTERN,GREATER BENDIGO,6059,5727.980033844146,5.727980033844147,22620
2013,4 WESTERN,GOLDEN PLAINS,402,1977.2760808617384,1.9772760808617384,22490
2013,4 WESTERN,GLENELG,1184,5983.72668924041,5.98372668924041,22410
2013,4 WESTERN,GANNAWARRA,413,3923.6177085312556,3.9236177085312556,22250
2013,4 WESTERN,CORANGAMITE,456,2785.923753665689,2.7859237536656893,21830
2013,4 WESTERN,COLAC-OTWAY,1021,4853.353615059182,4.853353615059182,21750
2013,4 WESTERN,CENTRAL GOLDFIELDS,811,6342.378978650191,6.342378978650191,21670
2013,4 WESTERN,CAMPASPE,2100,5652.150508693546,5.652150508693546,21370
2013,4 WESTERN,BULOKE,187,2937.0190042406157,2.9370190042406157,21270
2013,4 WESTERN,BALLARAT,8110,8248.324400191206,8.248324400191207,20570
2013,4 WESTERN,ARARAT,875,7625.272331154683,7.625272331154683,20260
2012,4 WESTERN,YARRIAMBIACK,274,3861.330326944758,3.861330326944758,27630
2012,4 WESTERN,WEST WIMMERA,134,3182.897862232779,3.182897862232779,26890
2012,4 WESTERN,WARRNAMBOOL,1828,5528.002903108746,5.528002903108746,26730
2012,4 WESTERN,SWAN HILL,1381,6583.087043569454,6.583087043569455,26610
2012,4 WESTERN,SURF COAST,1163,4224.175504867064,4.2241755048670635,26490
2012,4 WESTERN,SOUTHERN GRAMPIANS,799,4856.257217528718,4.856257217528718,26260
2012,4 WESTERN,QUEENSCLIFFE,112,3669.724770642202,3.669724770642202,26080
2012,4 WESTERN,PYRENEES,248,3615.687417990961,3.615687417990961,25990
2012,4 WESTERN,NORTHERN GRAMPIANS,654,5461.833973609488,5.461833973609488,25810
2012,4 WESTERN,MOYNE,536,3288.3435582822085,3.2883435582822087,25490
2012,4 WESTERN,MOUNT ALEXANDER,649,3599.356663523931,3.5993566635239307,25430
2012,4 WESTERN,MOORABOOL,1352,4603.806994245241,4.603806994245241,25150
2012,4 WESTERN,MILDURA,4596,8759.45796565591,8.75945796565591,24780
2012,4 WESTERN,MACEDON RANGES,1320,3012.87318542865,3.0128731854286497,24130
2012,4 WESTERN,LODDON,333,4421.723542690213,4.421723542690214,23940
2012,4 WESTERN,HORSHAM,1416,7224.489795918367,7.224489795918367,23190
2012,4 WESTERN,HINDMARSH,199,3401.128012305589,3.401128012305589,22980
2012,4 WESTERN,HEPBURN,555,3740.9005122674575,3.7409005122674577,22910
2012,4 WESTERN,GREATER GEELONG,13463,6146.983352966424,6.146983352966424,22750
2012,4 WESTERN,GREATER BENDIGO,5648,5439.660984301262,5.439660984301262,22620
2012,4 WESTERN,GOLDEN PLAINS,376,1919.346605410924,1.919346605410924,22490
2012,4 WESTERN,GLENELG,1093,5514.075269902129,5.514075269902128,22410
2012,4 WESTERN,GANNAWARRA,423,4028.955138584627,4.028955138584627,22250
2012,4 WESTERN,CORANGAMITE,543,3300.510576221736,3.3005105762217357,21830
2012,4 WESTERN,COLAC-OTWAY,1183,5658.6625849038555,5.658662584903856,21750
2012,4 WESTERN,CENTRAL GOLDFIELDS,772,6077.783026295072,6.077783026295072,21670
2012,4 WESTERN,CAMPASPE,2233,6032.526475037822,6.032526475037822,21370
2012,4 WESTERN,BULOKE,236,3673.723536737235,3.673723536737235,21270
2012,4 WESTERN,BALLARAT,8179,8455.494675901995,8.455494675901996,20570
2012,4 WESTERN,ARARAT,934,8196.577446248355,8.196577446248355,20260
2011,4 WESTERN,YARRIAMBIACK,285,3967.701517471808,3.967701517471808,27630
2011,4 WESTERN,WEST WIMMERA,100,2332.633543270352,2.332633543270352,26890
2011,4 WESTERN,WARRNAMBOOL,1826,5589.738880215507,5.589738880215507,26730
2011,4 WESTERN,SWAN HILL,1332,6383.896477354421,6.383896477354421,26610
2011,4 WESTERN,SURF COAST,981,3678.8419710492763,3.6788419710492763,26490
2011,4 WESTERN,SOUTHERN GRAMPIANS,859,5183.754752278076,5.183754752278076,26260
2011,4 WESTERN,QUEENSCLIFFE,92,3005.5537406076446,3.0055537406076445,26080
2011,4 WESTERN,PYRENEES,209,3092.1733984317207,3.092173398431721,25990
2011,4 WESTERN,NORTHERN GRAMPIANS,787,6528.953044632487,6.528953044632487,25810
2011,4 WESTERN,MOYNE,442,2733.9642481598316,2.7339642481598316,25490
2011,4 WESTERN,MOUNT ALEXANDER,738,4129.364368845121,4.129364368845121,25430
2011,4 WESTERN,MOORABOOL,1094,3815.8353679804673,3.8158353679804673,25150
2011,4 WESTERN,MILDURA,4478,8641.117672031183,8.641117672031184,24780
2011,4 WESTERN,MACEDON RANGES,1167,2721.3581139379244,2.7213581139379244,24130
2011,4 WESTERN,LODDON,331,4386.429896633978,4.386429896633978,23940
2011,4 WESTERN,HORSHAM,1231,6305.383393945603,6.305383393945602,23190
2011,4 WESTERN,HINDMARSH,172,2937.158469945355,2.9371584699453552,22980
2011,4 WESTERN,HEPBURN,503,3438.3758288331396,3.4383758288331396,22910
2011,4 WESTERN,GREATER GEELONG,12511,5796.503843177953,5.796503843177953,22750
2011,4 WESTERN,GREATER BENDIGO,5049,4950.242658953871,4.950242658953871,22620
2011,4 WESTERN,GOLDEN PLAINS,296,1561.3461335583922,1.5613461335583922,22490
2011,4 WESTERN,GLENELG,1235,6222.289399435712,6.222289399435712,22410
2011,4 WESTERN,GANNAWARRA,444,4247.5844255237735,4.247584425523773,22250
2011,4 WESTERN,CORANGAMITE,522,3158.6590826576307,3.1586590826576306,21830
2011,4 WESTERN,COLAC-OTWAY,1091,5245.4444925236785,5.245444492523679,21750
2011,4 WESTERN,CENTRAL GOLDFIELDS,677,5381.985849431592,5.381985849431592,21670
2011,4 WESTERN,CAMPASPE,1895,5141.771808438475,5.141771808438475,21370
2011,4 WESTERN,BULOKE,221,3418.4068058778034,3.4184068058778037,21270
2011,4 WESTERN,BALLARAT,8179,8592.740452802438,8.592740452802438,20570
2011,4 WESTERN,ARARAT,802,7081.052445700159,7.081052445700159,20260
2010,4 WESTERN,YARRIAMBIACK,273,3733.588621444201,3.733588621444201,27630
2010,4 WESTERN,WEST WIMMERA,89,2035.2160987880175,2.0352160987880175,26890
2010,4 WESTERN,WARRNAMBOOL,2005,6194.0067964164355,6.194006796416436,26730
2010,4 WESTERN,SWAN HILL,1660,7911.543227528357,7.911543227528357,26610
2010,4 WESTERN,SURF COAST,1047,4048.567340783419,4.048567340783419,26490
2010,4 WESTERN,SOUTHERN GRAMPIANS,742,4441.783897036815,4.441783897036815,26260
2010,4 WESTERN,QUEENSCLIFFE,95,3105.590062111801,3.1055900621118013,26080
2010,4 WESTERN,PYRENEES,227,3363.9596917605218,3.3639596917605217,25990
2010,4 WESTERN,NORTHERN GRAMPIANS,816,6736.56402212499,6.736564022124989,25810
2010,4 WESTERN,MOYNE,488,3034.448451685114,3.034448451685114,25490
2010,4 WESTERN,MOUNT ALEXANDER,674,3785.2409300235877,3.785240930023588,25430
2010,4 WESTERN,MOORABOOL,1054,3757.9776803223162,3.757977680322316,25150
2010,4 WESTERN,MILDURA,4768,9235.835351089589,9.23583535108959,24780
2010,4 WESTERN,MACEDON RANGES,1275,3019.681216398645,3.019681216398645,24130
2010,4 WESTERN,LODDON,297,3880.831046648373,3.8808310466483733,23940
2010,4 WESTERN,HORSHAM,1447,7462.609592573492,7.462609592573492,23190
2010,4 WESTERN,HINDMARSH,169,2838.427947598253,2.838427947598253,22980
2010,4 WESTERN,HEPBURN,545,3742.8748025547698,3.74287480255477,22910
2010,4 WESTERN,GREATER GEELONG,12143,5712.068113930899,5.712068113930899,22750
2010,4 WESTERN,GREATER BENDIGO,4953,4928.063996179332,4.928063996179332,22620
2010,4 WESTERN,GOLDEN PLAINS,344,1865.40860040128,1.86540860040128,22490
2010,4 WESTERN,GLENELG,1184,5935.134593212692,5.935134593212692,22410
2010,4 WESTERN,GANNAWARRA,517,4835.390946502058,4.8353909465020575,22250
2010,4 WESTERN,CORANGAMITE,541,3266.3164885588358,3.266316488558836,21830
2010,4 WESTERN,COLAC-OTWAY,1080,5178.614241189163,5.178614241189163,21750
2010,4 WESTERN,CENTRAL GOLDFIELDS,778,6174.603174603175,6.174603174603175,21670
2010,4 WESTERN,CAMPASPE,2093,5660.887674789711,5.660887674789711,21370
2010,4 WESTERN,BULOKE,278,4198.127453941407,4.1981274539414075,21270
2010,4 WESTERN,BALLARAT,7950,8515.515376128707,8.515515376128707,20570
2010,4 WESTERN,ARARAT,788,6950.692423039605,6.950692423039605,20260
2009,4 WESTERN,YARRIAMBIACK,227,3062.601187263896,3.062601187263896,27630
2009,4 WESTERN,WEST WIMMERA,101,2281.4547097357126,2.2814547097357125,26890
2009,4 WESTERN,WARRNAMBOOL,1986,6199.275814708453,6.199275814708454,26730
2009,4 WESTERN,SWAN HILL,1595,7579.717720857292,7.579717720857292,26610
2009,4 WESTERN,SURF COAST,1239,4945.712917132364,4.945712917132364,26490
2009,4 WESTERN,SOUTHERN GRAMPIANS,670,3982.8795624777076,3.9828795624777076,26260
2009,4 WESTERN,QUEENSCLIFFE,151,4926.590538336052,4.926590538336052,26080
2009,4 WESTERN,PYRENEES,270,4017.2593364082722,4.017259336408272,25990
2009,4 WESTERN,NORTHERN GRAMPIANS,755,6230.9152430469585,6.230915243046958,25810
2009,4 WESTERN,MOYNE,387,2422.383575363044,2.4223835753630443,25490
2009,4 WESTERN,MOUNT ALEXANDER,683,3862.4667759995477,3.8624667759995477,25430
2009,4 WESTERN,MOORABOOL,1147,4178.049757767822,4.1780497577678215,25150
2009,4 WESTERN,MILDURA,3916,7622.6811749362505,7.62268117493625,24780
2009,4 WESTERN,MACEDON RANGES,1300,3126.352748785532,3.126352748785532,24130
2009,4 WESTERN,LODDON,314,4056.3234724195836,4.056323472419583,23940
2009,4 WESTERN,HORSHAM,1272,6610.195915397808,6.610195915397807,23190
2009,4 WESTERN,HINDMARSH,160,2655.6016597510375,2.6556016597510377,22980
2009,4 WESTERN,HEPBURN,546,3787.458379578246,3.787458379578246,22910
2009,4 WESTERN,GREATER GEELONG,11840,5653.467284855488,5.6534672848554886,22750
2009,4 WESTERN,GREATER BENDIGO,4988,5038.2311647121805,5.0382311647121805,22620
2009,4 WESTERN,GOLDEN PLAINS,330,1839.3623543838137,1.8393623543838138,22490
2009,4 WESTERN,GLENELG,1178,5891.472868217054,5.891472868217054,22410
2009,4 WESTERN,GANNAWARRA,466,4266.227226952303,4.266227226952303,22250
2009,4 WESTERN,CORANGAMITE,586,3525.236118630813,3.525236118630813,21830
2009,4 WESTERN,COLAC-OTWAY,1051,5042.218384187297,5.042218384187296,21750
2009,4 WESTERN,CENTRAL GOLDFIELDS,763,6061.809803765789,6.061809803765789,21670
2009,4 WESTERN,CAMPASPE,2114,5710.27254801329,5.7102725480132905,21370
2009,4 WESTERN,BULOKE,188,2784.7726262775886,2.7847726262775887,21270
2009,4 WESTERN,BALLARAT,8228,9003.173213699529,9.00317321369953,20570
2009,4 WESTERN,ARARAT,695,6133.074479350512,6.133074479350512,20260
