Year ending December,Police Region,Local Government Area,Incidents Recorded,"Rate per 100,000 population",Rate,LGA_Code
2011,2 EASTERN,WODONGA,2383,6614.850798056905,6.614850798056905,27170
2011,2 EASTERN,WHITEHORSE,5212,3308.4081301019437,3.308408130101944,26980
2011,2 EASTERN,WELLINGTON,2307,5483.978320813921,5.483978320813921,26810
2011,2 EASTERN,WANGARATTA,1690,6210.495369689844,6.210495369689844,26700
2011,2 EASTERN,TOWONG,161,2720.513687056438,2.720513687056438,26670
2011,2 EASTERN,STRATHBOGIE,347,3615.336528443426,3.6153365284434256,26430
2011,2 EASTERN,SOUTH GIPPSLAND,857,3115.004361733062,3.115004361733062,26170
2011,2 EASTERN,MURRINDINDI,428,3209.5988001499813,3.2095988001499816,25620
2011,2 EASTERN,MONASH,6472,3649.3839690997775,3.6493839690997776,24970
2011,2 EASTERN,MOIRA,1176,4139.970428782652,4.139970428782652,24900
2011,2 EASTERN,MITCHELL,1816,5173.052271756161,5.173052271756161,24850
2011,2 EASTERN,MAROONDAH,4779,4452.9131686590945,4.452913168659094,24410
2011,2 EASTERN,MANSFIELD,249,3135.23042054898,3.13523042054898,24250
2011,2 EASTERN,MANNINGHAM,2804,2401.7130620985013,2.4017130620985014,24210
2011,2 EASTERN,LATROBE,6786,9196.61733615222,9.196617336152219,23810
2011,2 EASTERN,KNOX,5973,3862.8940986257076,3.8628940986257074,23670
2011,2 EASTERN,INDIGO,370,2415.6166351113143,2.415616635111314,23350
2011,2 EASTERN,GREATER SHEPPARTON,5004,8104.4311997926925,8.104431199792693,22830
2011,2 EASTERN,EAST GIPPSLAND,2499,5835.240274599542,5.835240274599542,22110
2011,2 EASTERN,BOROONDARA,5266,3152.123163855335,3.152123163855335,21110
2011,2 EASTERN,BENALLA,761,5507.309306701404,5.507309306701404,21010
2011,2 EASTERN,BAW BAW,1733,3994.099887068151,3.9940998870681512,20830
2011,2 EASTERN,BASS COAST,1600,5292.230344325737,5.292230344325737,20740
2011,2 EASTERN,ALPINE,277,2295.326483261518,2.295326483261518,20110
2010,2 EASTERN,YARRA RANGES,5224,3518.4848423619105,3.5184848423619104,27450
2010,2 EASTERN,WODONGA,2031,5755.660724912857,5.7556607249128575,27170
2010,2 EASTERN,WHITEHORSE,5213,3319.1559805931565,3.3191559805931563,26980
2010,2 EASTERN,WELLINGTON,2382,5698.155634763055,5.698155634763055,26810
2010,2 EASTERN,WANGARATTA,1635,6011.029411764705,6.011029411764706,26700
2010,2 EASTERN,TOWONG,184,3064.6235842771484,3.0646235842771485,26670
2010,2 EASTERN,STRATHBOGIE,335,3490.3104813502814,3.4903104813502814,26430
2010,2 EASTERN,SOUTH GIPPSLAND,943,3470.3566039818934,3.4703566039818936,26170
2010,2 EASTERN,MURRINDINDI,517,3881.9642588977326,3.8819642588977326,25620
2010,2 EASTERN,MONASH,6837,3890.605527766871,3.890605527766871,24970
2010,2 EASTERN,MOIRA,1209,4267.410257315309,4.2674102573153085,24900
2010,2 EASTERN,MITCHELL,2056,6066.328337070695,6.066328337070695,24850
2010,2 EASTERN,MAROONDAH,5311,4978.580200043121,4.978580200043122,24410
2010,2 EASTERN,MANSFIELD,367,4663.278271918678,4.663278271918678,24250
2010,2 EASTERN,MANNINGHAM,2920,2503.0859964339597,2.50308599643396,24210
2010,2 EASTERN,LATROBE,6275,8586.245587148682,8.586245587148682,23810
2010,2 EASTERN,KNOX,6437,4162.490381071241,4.162490381071241,23670
2010,2 EASTERN,INDIGO,365,2387.649636946425,2.3876496369464246,23350
2010,2 EASTERN,GREATER SHEPPARTON,4815,7836.531419364288,7.836531419364288,22830
2010,2 EASTERN,EAST GIPPSLAND,2671,6301.757697298573,6.301757697298573,22110
2010,2 EASTERN,BOROONDARA,5472,3289.924605894448,3.289924605894448,21110
2010,2 EASTERN,BENALLA,829,5990.750108397167,5.990750108397167,21010
2010,2 EASTERN,BAW BAW,1712,4066.7981091289166,4.066798109128917,20830
2010,2 EASTERN,BASS COAST,1835,6225.826151862659,6.225826151862659,20740
2010,2 EASTERN,ALPINE,324,2680.122425345355,2.6801224253453553,20110
2009,2 EASTERN,YARRA RANGES,4928,3337.328917873807,3.337328917873807,27450
2009,2 EASTERN,WODONGA,1869,5393.316788826686,5.393316788826686,27170
2009,2 EASTERN,WHITEHORSE,5696,3652.2419353804526,3.6522419353804527,26980
2009,2 EASTERN,WELLINGTON,2403,5789.52440610996,5.78952440610996,26810
2009,2 EASTERN,WANGARATTA,1447,5337.316956217033,5.337316956217033,26700
2009,2 EASTERN,TOWONG,187,3090.909090909091,3.090909090909091,26670
2009,2 EASTERN,STRATHBOGIE,321,3356.33626097867,3.35633626097867,26430
2009,2 EASTERN,SOUTH GIPPSLAND,971,3609.262907482437,3.6092629074824374,26170
2009,2 EASTERN,MURRINDINDI,532,3984.4218094667467,3.9844218094667467,25620
2009,2 EASTERN,MONASH,7145,4096.95065310382,4.09695065310382,24970
2009,2 EASTERN,MOIRA,1031,3663.823738450604,3.663823738450604,24900
2009,2 EASTERN,MITCHELL,1706,5185.883211235067,5.185883211235067,24850
2009,2 EASTERN,MAROONDAH,5536,5222.099593438416,5.222099593438417,24410
2009,2 EASTERN,MANSFIELD,347,4475.109620840856,4.475109620840856,24250
2009,2 EASTERN,MANNINGHAM,3173,2726.600900560272,2.726600900560272,24210
2009,2 EASTERN,LATROBE,6097,8432.218626393384,8.432218626393384,23810
2009,2 EASTERN,KNOX,6957,4513.956476038463,4.513956476038463,23670
2009,2 EASTERN,INDIGO,389,2555.3438875385928,2.5553438875385925,23350
2009,2 EASTERN,GREATER SHEPPARTON,4148,6827.0844991606045,6.827084499160605,22830
2009,2 EASTERN,EAST GIPPSLAND,2473,5901.584574264986,5.901584574264986,22110
2009,2 EASTERN,BOROONDARA,5955,3602.889571888386,3.6028895718883858,21110
2009,2 EASTERN,BENALLA,862,6248.187880545085,6.2481878805450854,21010
2009,2 EASTERN,BAW BAW,1718,4240.300128344357,4.240300128344357,20830
2009,2 EASTERN,BASS COAST,1895,6634.921746437451,6.634921746437451,20740
2009,2 EASTERN,ALPINE,374,3087.8467635402903,3.0878467635402904,20110
2018,3 SOUTHERN METRO,STONNINGTON,8349,7189.103893259923,7.189103893259923,26350
2018,3 SOUTHERN METRO,PORT PHILLIP,9967,8838.555922501571,8.838555922501572,25900
2018,3 SOUTHERN METRO,MORNINGTON PENINSULA,8160,4936.046538079786,4.936046538079786,25340
2018,3 SOUTHERN METRO,KINGSTON,8531,5214.065410649891,5.214065410649892,23430
2018,3 SOUTHERN METRO,GREATER DANDENONG,14119,8449.236485257223,8.449236485257222,22670
2018,3 SOUTHERN METRO,GLEN EIRA,4986,3236.406049817009,3.236406049817009,22310
2018,3 SOUTHERN METRO,FRANKSTON,11308,7966.629319137959,7.966629319137959,22170
2018,3 SOUTHERN METRO,CASEY,16004,4695.327331798918,4.695327331798918,21610
2018,3 SOUTHERN METRO,CARDINIA,4515,4175.413690623884,4.175413690623883,21450
2018,3 SOUTHERN METRO,BAYSIDE,3701,3521.711134576856,3.5217111345768557,20910
2017,3 SOUTHERN METRO,STONNINGTON,7890,6912.684644903537,6.912684644903537,26350
2017,3 SOUTHERN METRO,PORT PHILLIP,9682,8770.165855956231,8.77016585595623,25900
2017,3 SOUTHERN METRO,MORNINGTON PENINSULA,8470,5191.509705732726,5.1915097057327255,25340
2017,3 SOUTHERN METRO,KINGSTON,7693,4775.620930044882,4.775620930044882,23430
2017,3 SOUTHERN METRO,GREATER DANDENONG,13668,8326.63206374735,8.326632063747349,22670
2017,3 SOUTHERN METRO,GLEN EIRA,5348,3524.310360734385,3.5243103607343853,22310
2017,3 SOUTHERN METRO,FRANKSTON,10707,7609.3754441822775,7.609375444182278,22170
2017,3 SOUTHERN METRO,CASEY,15082,4606.878856374855,4.606878856374855,21610
2017,3 SOUTHERN METRO,CARDINIA,4341,4234.460962191268,4.234460962191267,21450
2017,3 SOUTHERN METRO,BAYSIDE,3832,3683.5528213015477,3.683552821301548,20910
2016,3 SOUTHERN METRO,STONNINGTON,9174,8219.988172678888,8.219988172678889,26350
2016,3 SOUTHERN METRO,PORT PHILLIP,10491,9663.958436964573,9.663958436964572,25900
2016,3 SOUTHERN METRO,MORNINGTON PENINSULA,9120,5669.455806840646,5.669455806840646,25340
2016,3 SOUTHERN METRO,KINGSTON,8644,5435.691692396697,5.435691692396698,23430
2016,3 SOUTHERN METRO,GREATER DANDENONG,15491,9624.608578955216,9.624608578955216,22670
2016,3 SOUTHERN METRO,GLEN EIRA,5676,3809.0892008697288,3.8090892008697286,22310
2016,3 SOUTHERN METRO,FRANKSTON,12495,8956.283017109761,8.956283017109762,22170
2016,3 SOUTHERN METRO,CASEY,18201,5805.352751490331,5.8053527514903305,21610
2016,3 SOUTHERN METRO,CARDINIA,5386,5517.029449423816,5.517029449423816,21450
2016,3 SOUTHERN METRO,BAYSIDE,4207,4094.921985263343,4.094921985263343,20910
2015,3 SOUTHERN METRO,STONNINGTON,7775,7159.629817210737,7.159629817210737,26350
2015,3 SOUTHERN METRO,PORT PHILLIP,9807,9214.334034876729,9.214334034876728,25900
2015,3 SOUTHERN METRO,MORNINGTON PENINSULA,8137,5135.244298029712,5.135244298029712,25340
2015,3 SOUTHERN METRO,KINGSTON,8067,5155.917449076766,5.1559174490767665,23430
2015,3 SOUTHERN METRO,GREATER DANDENONG,13525,8625.63775510204,8.625637755102039,22670
2015,3 SOUTHERN METRO,GLEN EIRA,5141,3511.3721740318283,3.511372174031828,22310
2015,3 SOUTHERN METRO,FRANKSTON,10926,7921.2945509381425,7.921294550938143,22170
2015,3 SOUTHERN METRO,CASEY,15160,5046.470133951159,5.04647013395116,21610
2015,3 SOUTHERN METRO,CARDINIA,4680,5063.291139240507,5.063291139240507,21450
2015,3 SOUTHERN METRO,BAYSIDE,3645,3600.81796358679,3.60081796358679,20910
2014,3 SOUTHERN METRO,STONNINGTON,7158,6733.51896447923,6.73351896447923,26350
2014,3 SOUTHERN METRO,PORT PHILLIP,9082,8693.32159163787,8.69332159163787,25900
2014,3 SOUTHERN METRO,MORNINGTON PENINSULA,7685,4920.163386557742,4.920163386557743,25340
2014,3 SOUTHERN METRO,KINGSTON,7173,4647.1701046957605,4.6471701046957605,23430
2014,3 SOUTHERN METRO,GREATER DANDENONG,12061,7900.201091263993,7.900201091263993,22670
2014,3 SOUTHERN METRO,GLEN EIRA,4329,3005.436027742486,3.005436027742486,22310
2014,3 SOUTHERN METRO,FRANKSTON,10630,7800.689807000807,7.800689807000808,22170
2014,3 SOUTHERN METRO,CASEY,12928,4480.286117281747,4.4802861172817465,21610
2014,3 SOUTHERN METRO,CARDINIA,3862,4381.019364060213,4.381019364060213,21450
2014,3 SOUTHERN METRO,BAYSIDE,3232,3240.0352875130325,3.2400352875130323,20910
2013,3 SOUTHERN METRO,STONNINGTON,7442,7174.671731292057,7.174671731292057,26350
2013,3 SOUTHERN METRO,PORT PHILLIP,8784,8599.624060150376,8.599624060150376,25900
2013,3 SOUTHERN METRO,MORNINGTON PENINSULA,7521,4891.389177939646,4.891389177939646,25340
2013,3 SOUTHERN METRO,KINGSTON,7329,4809.307575200798,4.809307575200798,23430
2013,3 SOUTHERN METRO,GREATER DANDENONG,12485,8389.498511594778,8.389498511594779,22670
2013,3 SOUTHERN METRO,GLEN EIRA,4735,3347.4016104289058,3.3474016104289057,22310
2013,3 SOUTHERN METRO,FRANKSTON,10782,8023.754241828898,8.023754241828899,22170
2013,3 SOUTHERN METRO,CASEY,12059,4332.190919607125,4.332190919607124,21610
2013,3 SOUTHERN METRO,CARDINIA,4346,5135.71960341751,5.1357196034175105,21450
2013,3 SOUTHERN METRO,BAYSIDE,3490,3554.0076782859296,3.5540076782859296,20910
2012,3 SOUTHERN METRO,STONNINGTON,7291,7179.360937423072,7.179360937423072,26350
2012,3 SOUTHERN METRO,PORT PHILLIP,8836,8844.667774418931,8.84466777441893,25900
2012,3 SOUTHERN METRO,MORNINGTON PENINSULA,7355,4851.583113456464,4.851583113456464,25340
2012,3 SOUTHERN METRO,KINGSTON,7480,4970.529015795384,4.9705290157953845,23430
2012,3 SOUTHERN METRO,GREATER DANDENONG,11786,8111.772600571252,8.111772600571252,22670
2012,3 SOUTHERN METRO,GLEN EIRA,4621,3318.873263714323,3.318873263714323,22310
2012,3 SOUTHERN METRO,FRANKSTON,10539,7970.444541920651,7.970444541920651,22170
2012,3 SOUTHERN METRO,CASEY,11798,4378.597646290365,4.378597646290365,21610
2012,3 SOUTHERN METRO,CARDINIA,3818,4745.745857727064,4.745745857727064,21450
2012,3 SOUTHERN METRO,BAYSIDE,3504,3613.9359310216796,3.6139359310216794,20910
2011,3 SOUTHERN METRO,STONNINGTON,6805,6883.959009842898,6.883959009842898,26350
2011,3 SOUTHERN METRO,PORT PHILLIP,8261,8492.33109914059,8.492331099140591,25900
2011,3 SOUTHERN METRO,MORNINGTON PENINSULA,6990,4682.758204875696,4.682758204875696,25340
2011,3 SOUTHERN METRO,KINGSTON,6709,4523.815945625202,4.523815945625202,23430
2011,3 SOUTHERN METRO,GREATER DANDENONG,11009,7743.709862344988,7.743709862344988,22670
2011,3 SOUTHERN METRO,GLEN EIRA,4402,3209.577694820345,3.209577694820345,22310
2011,3 SOUTHERN METRO,FRANKSTON,9246,7093.210586881472,7.093210586881472,22170
2011,3 SOUTHERN METRO,CASEY,10944,4188.57785840586,4.18857785840586,21610
2011,3 SOUTHERN METRO,CARDINIA,3348,4415.080903588242,4.415080903588242,21450
2011,3 SOUTHERN METRO,BAYSIDE,3004,3125.2926060404293,3.1252926060404294,20910
2010,3 SOUTHERN METRO,STONNINGTON,7759,7858.966048132242,7.858966048132242,26350
2010,3 SOUTHERN METRO,PORT PHILLIP,8653,8978.469520103761,8.978469520103761,25900
2010,3 SOUTHERN METRO,MORNINGTON PENINSULA,7204,4849.806788652368,4.8498067886523675,25340
2010,3 SOUTHERN METRO,KINGSTON,6804,4615.791651685469,4.615791651685469,23430
2010,3 SOUTHERN METRO,GREATER DANDENONG,11017,7857.387384817276,7.857387384817276,22670
2010,3 SOUTHERN METRO,GLEN EIRA,4900,3589.349155770428,3.589349155770428,22310
2010,3 SOUTHERN METRO,FRANKSTON,9693,7510.925828348263,7.510925828348263,22170
2010,3 SOUTHERN METRO,CASEY,10896,4281.823862051079,4.28182386205108,21610
2010,3 SOUTHERN METRO,CARDINIA,3293,4584.435472643742,4.584435472643742,21450
2010,3 SOUTHERN METRO,BAYSIDE,2991,3128.857459673201,3.128857459673201,20910
2009,3 SOUTHERN METRO,STONNINGTON,7569,7708.838327256432,7.708838327256433,26350
2009,3 SOUTHERN METRO,PORT PHILLIP,8853,9292.341926274246,9.292341926274247,25900
2009,3 SOUTHERN METRO,MORNINGTON PENINSULA,6918,4706.058420973864,4.706058420973863,25340
2009,3 SOUTHERN METRO,KINGSTON,7648,5236.562820951729,5.236562820951729,23430
2009,3 SOUTHERN METRO,GREATER DANDENONG,10639,7668.300418048148,7.6683004180481475,22670
2009,3 SOUTHERN METRO,GLEN EIRA,5055,3732.996588240507,3.7329965882405074,22310
2009,3 SOUTHERN METRO,FRANKSTON,9935,7807.342910131078,7.807342910131077,22170
2009,3 SOUTHERN METRO,CASEY,11260,4564.655137466657,4.564655137466657,21610
2009,3 SOUTHERN METRO,CARDINIA,3171,4670.859785826865,4.670859785826865,21450
2009,3 SOUTHERN METRO,BAYSIDE,3284,3462.308908803374,3.462308908803374,20910
2018,4 WESTERN,YARRIAMBIACK,336,5087.504037820451,5.087504037820451,27630
2018,4 WESTERN,WEST WIMMERA,128,3339.391144960687,3.339391144960687,26890
2018,4 WESTERN,WARRNAMBOOL,2916,8354.336345264588,8.354336345264588,26730
2018,4 WESTERN,SWAN HILL,1783,8549.303224540548,8.549303224540548,26610
2018,4 WESTERN,SURF COAST,877,2726.998761401562,2.7269987614015623,26490
2018,4 WESTERN,SOUTHERN GRAMPIANS,1117,7001.13063897138,7.00113063897138,26260
2018,4 WESTERN,QUEENSCLIFFE,101,3364.6253483303253,3.3646253483303252,26080
2018,4 WESTERN,PYRENEES,340,4601.66545517751,4.60166545517751,25990
2018,4 WESTERN,NORTHERN GRAMPIANS,769,6721.528557144101,6.721528557144101,25810
2018,4 WESTERN,MOYNE,428,2546.4290365611987,2.546429036561199,25490
2018,4 WESTERN,MOUNT ALEXANDER,696,3579.9757607751353,3.5799757607751355,25430
2018,4 WESTERN,MOORABOOL,1767,5133.769356501831,5.133769356501831,25150
2018,4 WESTERN,MILDURA,5569,10030.751783482587,10.030751783482586,24780
2018,4 WESTERN,MACEDON RANGES,1664,3367.34399264255,3.36734399264255,24130
2018,4 WESTERN,LODDON,390,5203.685346211904,5.203685346211905,23940
2018,4 WESTERN,HORSHAM,1577,7917.407865274617,7.917407865274616,23190
2018,4 WESTERN,HINDMARSH,256,4552.811002524853,4.552811002524853,22980
2018,4 WESTERN,HEPBURN,603,3803.10555806455,3.80310555806455,22910
2018,4 WESTERN,GREATER GEELONG,16059,6401.718685704383,6.401718685704383,22750
2018,4 WESTERN,GREATER BENDIGO,7755,6699.313648750227,6.699313648750227,22620
2018,4 WESTERN,GOLDEN PLAINS,507,2205.029690273786,2.205029690273786,22490
2018,4 WESTERN,GLENELG,1035,5271.580400902922,5.271580400902922,22410
2018,4 WESTERN,GANNAWARRA,523,4960.742222714084,4.960742222714084,22250
2018,4 WESTERN,CORANGAMITE,541,3381.9067548003663,3.3819067548003665,21830
2018,4 WESTERN,COLAC-OTWAY,1272,5922.681860311925,5.922681860311926,21750
2018,4 WESTERN,CENTRAL GOLDFIELDS,972,7400.448553583031,7.400448553583031,21670
2018,4 WESTERN,CAMPASPE,2843,7572.183105338792,7.572183105338793,21370
2018,4 WESTERN,BULOKE,182,2992.978071562112,2.9929780715621117,21270
2018,4 WESTERN,BALLARAT,8084,7524.491500156312,7.524491500156312,20570
2018,4 WESTERN,ARARAT,900,7648.344448598431,7.648344448598431,20260
2017,4 WESTERN,YARRIAMBIACK,355,5319.9460512513115,5.3199460512513115,27630
2017,4 WESTERN,WEST WIMMERA,126,3258.33979829325,3.25833979829325,26890
2017,4 WESTERN,WARRNAMBOOL,2653,7677.615395745912,7.677615395745912,26730
2017,4 WESTERN,SWAN HILL,1773,8504.004988248837,8.504004988248836,26610
2017,4 WESTERN,SURF COAST,984,3141.3612565445023,3.1413612565445024,26490
2017,4 WESTERN,SOUTHERN GRAMPIANS,984,6130.459161422964,6.130459161422964,26260
2017,4 WESTERN,QUEENSCLIFFE,126,4294.478527607362,4.294478527607362,26080
2017,4 WESTERN,PYRENEES,359,4886.348169320811,4.8863481693208115,25990
2017,4 WESTERN,NORTHERN GRAMPIANS,842,7323.012697860498,7.323012697860498,25810
2017,4 WESTERN,MOYNE,465,2777.611851143898,2.7776118511438983,25490
2017,4 WESTERN,MOUNT ALEXANDER,771,4021.6994418653176,4.021699441865318,25430
2017,4 WESTERN,MOORABOOL,1738,5200.789993416722,5.200789993416722,25150
2017,4 WESTERN,MILDURA,4806,8726.916162771695,8.726916162771694,24780
2017,4 WESTERN,MACEDON RANGES,1599,3301.1272141706927,3.301127214170693,24130
2017,4 WESTERN,LODDON,293,3904.0639573617586,3.9040639573617586,23940
2017,4 WESTERN,HORSHAM,1575,7941.309937982151,7.941309937982151,23190
2017,4 WESTERN,HINDMARSH,278,4896.952615818213,4.896952615818213,22980
2017,4 WESTERN,HEPBURN,660,4212.407454684707,4.212407454684707,22910
2017,4 WESTERN,GREATER GEELONG,17132,6998.423189731942,6.998423189731942,22750
2017,4 WESTERN,GREATER BENDIGO,7206,6342.360738269802,6.342360738269802,22620
2017,4 WESTERN,GOLDEN PLAINS,497,2210.8540925266902,2.21085409252669,22490
2017,4 WESTERN,GLENELG,1243,6327.631846874364,6.327631846874364,22410
2017,4 WESTERN,GANNAWARRA,445,4212.818328126479,4.212818328126479,22250
2017,4 WESTERN,CORANGAMITE,709,4407.559368394877,4.407559368394877,21830
2017,4 WESTERN,COLAC-OTWAY,1382,6447.098339242396,6.4470983392423955,21750
2017,4 WESTERN,CENTRAL GOLDFIELDS,859,6570.794767842117,6.570794767842117,21670
2017,4 WESTERN,CAMPASPE,2507,6691.9360435629815,6.691936043562982,21370
2017,4 WESTERN,BULOKE,158,2568.6880182084215,2.5686880182084213,21270
2017,4 WESTERN,BALLARAT,8960,8506.75983594106,8.506759835941061,20570
2017,4 WESTERN,ARARAT,913,7788.108845858568,7.788108845858568,20260
2016,4 WESTERN,YARRIAMBIACK,330,4897.59572573464,4.89759572573464,27630
2016,4 WESTERN,WEST WIMMERA,108,2760.7361963190183,2.7607361963190185,26890
2016,4 WESTERN,WARRNAMBOOL,2494,7282.815009490437,7.282815009490437,26730
2016,4 WESTERN,SWAN HILL,1735,8299.846919249903,8.299846919249903,26610
2016,4 WESTERN,SURF COAST,1089,3576.942026605354,3.5769420266053538,26490
2016,4 WESTERN,SOUTHERN GRAMPIANS,988,6149.632764845014,6.149632764845014,26260
2016,4 WESTERN,QUEENSCLIFFE,124,4269.972451790633,4.2699724517906334,26080
2016,4 WESTERN,PYRENEES,391,5355.43076290919,5.35543076290919,25990
2016,4 WESTERN,NORTHERN GRAMPIANS,936,8084.996112982638,8.084996112982639,25810
2016,4 WESTERN,MOYNE,488,2923.381057928473,2.923381057928473,25490
2016,4 WESTERN,MOUNT ALEXANDER,963,5077.5071180006325,5.077507118000632,25430
2016,4 WESTERN,MOORABOOL,2003,6133.2598444485275,6.133259844448528,25150
2016,4 WESTERN,MILDURA,5091,9330.327688585881,9.330327688585882,24780
2016,4 WESTERN,MACEDON RANGES,1647,3466.492675534602,3.4664926755346017,24130
2016,4 WESTERN,LODDON,382,5056.254136333553,5.056254136333553,23940
2016,4 WESTERN,HORSHAM,1880,9486.80425896957,9.48680425896957,23190
2016,4 WESTERN,HINDMARSH,235,4093.363525518202,4.093363525518202,22980
2016,4 WESTERN,HEPBURN,729,4685.08997429306,4.68508997429306,22910
2016,4 WESTERN,GREATER GEELONG,18635,7810.0442995268295,7.8100442995268295,22750
2016,4 WESTERN,GREATER BENDIGO,7932,7095.891146238694,7.095891146238694,22620
2016,4 WESTERN,GOLDEN PLAINS,646,2945.870764740754,2.945870764740754,22490
2016,4 WESTERN,GLENELG,1376,6975.565243840617,6.975565243840617,22410
2016,4 WESTERN,GANNAWARRA,491,4648.300672157531,4.648300672157531,22250
2016,4 WESTERN,CORANGAMITE,735,4555.879253703589,4.555879253703589,21830
2016,4 WESTERN,COLAC-OTWAY,1444,6760.616133714125,6.760616133714125,21750
2016,4 WESTERN,CENTRAL GOLDFIELDS,1013,7785.121426375653,7.785121426375653,21670
2016,4 WESTERN,CAMPASPE,2815,7520.906249165086,7.520906249165086,21370
2016,4 WESTERN,BULOKE,169,2712.680577849117,2.712680577849117,21270
2016,4 WESTERN,BALLARAT,9475,9162.822632897192,9.162822632897193,20570
2016,4 WESTERN,ARARAT,868,7414.367472452379,7.414367472452379,20260
2015,4 WESTERN,YARRIAMBIACK,315,4612.681212476205,4.612681212476205,27630
2015,4 WESTERN,WEST WIMMERA,103,2602.324406265791,2.602324406265791,26890
2015,4 WESTERN,WARRNAMBOOL,2159,6342.35186980406,6.34235186980406,26730
2015,4 WESTERN,SWAN HILL,1617,7729.815000717052,7.729815000717052,26610
2015,4 WESTERN,SURF COAST,1140,3846.28361280745,3.8462836128074502,26490
2015,4 WESTERN,SOUTHERN GRAMPIANS,799,4952.8886684849995,4.9528886684849995,26260
2015,4 WESTERN,QUEENSCLIFFE,154,5281.207133058985,5.281207133058985,26080
2015,4 WESTERN,PYRENEES,357,4976.303317535545,4.976303317535545,25990
2015,4 WESTERN,NORTHERN GRAMPIANS,811,6954.806620358459,6.954806620358459,25810
2015,4 WESTERN,MOYNE,408,2461.835515597659,2.461835515597659,25490
2015,4 WESTERN,MOUNT ALEXANDER,743,3971.9875975622795,3.9719875975622796,25430
2015,4 WESTERN,MOORABOOL,1603,5045.799364160031,5.045799364160031,25150
2015,4 WESTERN,MILDURA,4681,8647.060996785753,8.647060996785752,24780
2015,4 WESTERN,MACEDON RANGES,1516,3264.216351226234,3.264216351226234,24130
2015,4 WESTERN,LODDON,313,4152.845959931006,4.152845959931006,23940
2015,4 WESTERN,HORSHAM,1972,9981.272460393784,9.981272460393784,23190
2015,4 WESTERN,HINDMARSH,162,2803.2531579858105,2.8032531579858104,22980
2015,4 WESTERN,HEPBURN,584,3798.3739837398375,3.7983739837398374,22910
2015,4 WESTERN,GREATER GEELONG,15474,6658.032537186277,6.658032537186277,22750
2015,4 WESTERN,GREATER BENDIGO,6349,5791.509313484027,5.791509313484027,22620
2015,4 WESTERN,GOLDEN PLAINS,543,2544.517338331771,2.544517338331771,22490
2015,4 WESTERN,GLENELG,1228,6228.443903428687,6.228443903428687,22410
2015,4 WESTERN,GANNAWARRA,456,4325.144645736508,4.325144645736509,22250
2015,4 WESTERN,CORANGAMITE,505,3117.476387431323,3.117476387431323,21830
2015,4 WESTERN,COLAC-OTWAY,1194,5619.3524096385545,5.619352409638554,21750
2015,4 WESTERN,CENTRAL GOLDFIELDS,846,6556.614740757963,6.556614740757963,21670
2015,4 WESTERN,CAMPASPE,2332,6246.484343610211,6.246484343610211,21370
2015,4 WESTERN,BULOKE,178,2839.368320306269,2.8393683203062694,21270
2015,4 WESTERN,BALLARAT,8729,8599.491655665674,8.599491655665673,20570
2015,4 WESTERN,ARARAT,912,7845.1612903225805,7.84516129032258,20260
2014,4 WESTERN,YARRIAMBIACK,189,2729.2418772563174,2.7292418772563174,27630
2014,4 WESTERN,WEST WIMMERA,99,2459.016393442623,2.459016393442623,26890
2014,4 WESTERN,WARRNAMBOOL,1987,5887.058544678834,5.887058544678833,26730
2014,4 WESTERN,SWAN HILL,1629,7772.688233610078,7.7726882336100775,26610
2014,4 WESTERN,SURF COAST,972,3365.650969529086,3.365650969529086,26490
2014,4 WESTERN,SOUTHERN GRAMPIANS,706,4349.969192852742,4.3499691928527415,26260
2014,4 WESTERN,QUEENSCLIFFE,102,3449.4420020290836,3.4494420020290835,26080
2014,4 WESTERN,PYRENEES,347,4926.877750958398,4.926877750958398,25990
2014,4 WESTERN,NORTHERN GRAMPIANS,697,5912.7926705123855,5.912792670512386,25810
2014,4 WESTERN,MOYNE,469,2842.941140813481,2.842941140813481,25490
2014,4 WESTERN,MOUNT ALEXANDER,689,3738.064236111111,3.7380642361111107,25430
2014,4 WESTERN,MOORABOOL,1456,4685.136917977926,4.685136917977926,25150
2014,4 WESTERN,MILDURA,4661,8677.762883526957,8.677762883526958,24780
2014,4 WESTERN,MACEDON RANGES,1476,3242.6019903776446,3.2426019903776444,24130
2014,4 WESTERN,LODDON,237,3153.273017562533,3.1532730175625328,23940
2014,4 WESTERN,HORSHAM,1577,7996.957403651116,7.996957403651116,23190
2014,4 WESTERN,HINDMARSH,147,2525.3392887819964,2.5253392887819963,22980
2014,4 WESTERN,HEPBURN,494,3247.0093335086103,3.2470093335086103,22910
2014,4 WESTERN,GREATER GEELONG,15080,6633.645073594749,6.633645073594749,22750
2014,4 WESTERN,GREATER BENDIGO,6185,5741.098280919318,5.741098280919318,22620
2014,4 WESTERN,GOLDEN PLAINS,466,2233.940556088207,2.233940556088207,22490
2014,4 WESTERN,GLENELG,1400,7089.684509039347,7.089684509039347,22410
2014,4 WESTERN,GANNAWARRA,427,4052.002277472006,4.052002277472006,22250
2014,4 WESTERN,CORANGAMITE,474,2911.190271465422,2.911190271465422,21830
2014,4 WESTERN,COLAC-OTWAY,1100,5202.913631633715,5.202913631633716,21750
2014,4 WESTERN,CENTRAL GOLDFIELDS,805,6266.0543317506035,6.2660543317506034,21670
2014,4 WESTERN,CAMPASPE,2330,6253.354804079442,6.253354804079442,21370
